ds,y,temp,feelslike,humidity,windspeed,cloudcover,solaradiation,precip,preciptype,date,is_holiday
2020-03-27 02:00:00,28579,4.4,4.4,85.34,0.0,0.0,0.0,0.0,none,2020-03-27,0
2020-03-27 03:00:00,30643,4.4,3.2,85.64,5.6,0.0,0.0,0.0,none,2020-03-27,0
2020-03-27 04:00:00,30754,4.0,2.6,85.59,5.8,0.0,1.0,0.0,none,2020-03-27,0
2020-03-27 05:00:00,29768,3.4,2.2,85.57,5.4,0.0,0.0,0.0,none,2020-03-27,0
2020-03-27 06:00:00,28054,3.9,1.5,86.17,9.4,0.0,0.0,0.0,none,2020-03-27,0
2020-03-27 07:00:00,26279,3.8,2.4,86.18,5.6,2.5,50.0,0.0,none,2020-03-27,0
2020-03-27 08:00:00,25322,5.0,3.2,85.7,7.7,5.0,49.0,0.0,none,2020-03-27,0
2020-03-27 09:00:00,24434,7.8,6.4,76.14,8.3,5.0,258.0,0.0,none,2020-03-27,0
2020-03-27 10:00:00,23901,9.9,7.8,66.36,14.8,8.7,494.0,0.0,none,2020-03-27,0
2020-03-27 11:00:00,23851,12.1,12.1,53.95,18.2,8.7,614.0,0.0,none,2020-03-27,0
2020-03-27 12:00:00,24313,13.3,13.3,45.87,13.5,8.7,716.0,0.0,none,2020-03-27,0
2020-03-27 13:00:00,25581,14.4,14.4,38.46,18.4,2.5,978.0,0.0,none,2020-03-27,0
2020-03-27 14:00:00,27602,15.7,15.7,38.66,21.1,2.5,1014.0,0.0,none,2020-03-27,0
2020-03-27 15:00:00,28214,16.1,16.1,40.08,18.8,26.8,948.0,0.0,none,2020-03-27,0
2020-03-27 16:00:00,27279,16.1,16.1,38.96,18.9,88.7,776.0,0.0,none,2020-03-27,0
2020-03-27 17:00:00,26128,15.7,15.7,45.18,21.1,8.7,686.0,0.0,none,2020-03-27,0
2020-03-27 18:00:00,25223,15.1,15.1,50.98,24.3,55.0,461.0,0.0,none,2020-03-27,0
2020-03-27 19:00:00,24330,13.9,13.9,54.93,21.1,95.0,146.0,0.0,none,2020-03-27,0
2020-03-27 20:00:00,23801,12.2,12.2,64.22,14.9,82.5,14.0,0.0,none,2020-03-27,0
2020-03-27 21:00:00,23740,11.7,11.7,63.68,14.9,52.3,0.0,0.0,none,2020-03-27,0
2020-03-27 22:00:00,22999,10.6,10.6,71.54,11.7,53.8,0.0,0.0,none,2020-03-27,0
2020-03-27 23:00:00,23078,9.9,8.5,74.73,10.3,8.7,0.0,0.0,none,2020-03-27,0
2020-03-28 00:00:00,24079,9.3,7.6,80.41,11.5,5.0,0.0,0.0,none,2020-03-28,0
2020-03-28 01:00:00,25505,8.8,7.3,83.17,9.5,2.5,0.0,0.0,none,2020-03-28,0
2020-03-28 02:00:00,27602,8.3,7.0,83.4,8.3,8.7,0.0,0.0,none,2020-03-28,0
2020-03-28 03:00:00,29814,8.8,7.3,83.45,9.7,8.7,0.0,0.0,none,2020-03-28,0
2020-03-28 04:00:00,29926,8.3,7.1,86.03,8.1,8.7,1.0,0.0,none,2020-03-28,0
2020-03-28 05:00:00,28924,8.3,7.1,83.4,8.1,8.7,0.0,0.0,none,2020-03-28,0
2020-03-28 06:00:00,27451,8.8,7.3,83.51,10.1,92.6,0.0,0.0,none,2020-03-28,0
2020-03-28 07:00:00,25856,8.8,7.3,83.51,9.9,100.0,26.0,0.0,none,2020-03-28,0
2020-03-28 08:00:00,24861,9.4,8.0,80.75,9.5,56.1,26.0,0.0,none,2020-03-28,0
2020-03-28 09:00:00,23881,10.1,10.1,80.0,11.3,88.6,138.0,0.0,none,2020-03-28,0
2020-03-28 10:00:00,23313,11.7,11.7,77.75,13.5,54.8,186.0,0.0,none,2020-03-28,0
2020-03-28 11:00:00,23075,11.7,11.7,79.59,11.9,95.0,238.0,0.0,none,2020-03-28,0
2020-03-28 12:00:00,23250,11.8,11.8,82.33,13.3,86.1,246.0,0.27,rain,2020-03-28,0
2020-03-28 13:00:00,23477,12.2,12.2,74.94,14.9,54.8,365.0,0.27,rain,2020-03-28,0
2020-03-28 14:00:00,24475,12.2,12.2,79.92,9.9,68.3,387.0,0.0,none,2020-03-28,0
2020-03-28 15:00:00,24506,12.2,12.2,77.52,8.3,54.8,341.0,0.139,rain,2020-03-28,0
2020-03-28 16:00:00,24150,13.2,13.2,77.28,6.0,65.7,339.0,0.378,rain,2020-03-28,0
2020-03-28 17:00:00,23904,13.3,13.3,71.97,11.5,48.7,431.0,0.05,rain,2020-03-28,0
2020-03-28 18:00:00,23596,13.3,13.3,70.03,9.9,51.2,250.0,0.0,none,2020-03-28,0
2020-03-28 19:00:00,23097,11.8,11.8,80.13,7.9,95.0,49.0,0.0,none,2020-03-28,0
2020-03-28 20:00:00,23028,11.1,11.1,85.45,11.7,95.0,6.0,0.03,rain,2020-03-28,0
2020-03-28 21:00:00,22928,10.7,10.7,88.34,8.1,98.8,0.0,0.0,none,2020-03-28,0
2020-03-28 22:00:00,23222,10.7,10.7,88.34,6.3,88.6,0.0,0.27,rain,2020-03-28,0
2020-03-28 23:00:00,23437,10.7,10.7,88.63,9.9,95.0,0.0,1.802,rain,2020-03-28,0
2020-03-29 00:00:00,23624,10.1,10.1,92.22,8.5,100.0,0.0,0.109,rain,2020-03-29,0
2020-03-29 01:00:00,25043,10.0,9.4,92.96,6.1,93.6,0.0,0.161,rain,2020-03-29,0
2020-03-29 02:00:00,27081,10.0,9.4,92.65,6.1,92.6,0.0,0.3,rain,2020-03-29,0
2020-03-29 03:00:00,28950,10.0,9.5,89.87,6.0,73.2,0.0,0.0,none,2020-03-29,0
2020-03-29 04:00:00,28797,9.4,8.8,93.41,6.0,92.6,0.0,0.0,none,2020-03-29,0
2020-03-29 05:00:00,27773,9.0,8.3,93.39,5.8,26.8,0.0,0.0,none,2020-03-29,0
2020-03-29 06:00:00,26407,9.4,8.7,93.41,6.3,92.4,0.0,0.0,none,2020-03-29,0
2020-03-29 07:00:00,24834,10.0,10.0,89.87,1.3,54.8,21.0,0.0,none,2020-03-29,0
2020-03-29 08:00:00,23723,10.0,9.5,92.65,5.8,98.8,19.0,0.0,none,2020-03-29,0
2020-03-29 09:00:00,23011,11.1,11.1,85.74,1.3,72.0,147.0,0.0,none,2020-03-29,0
2020-03-29 10:00:00,22287,12.8,12.8,76.91,9.4,54.8,365.0,0.0,none,2020-03-29,0
2020-03-29 11:00:00,22093,13.4,13.4,71.98,1.1,36.6,523.0,0.0,none,2020-03-29,0
2020-03-29 12:00:00,22174,14.4,14.4,67.45,7.6,88.6,671.0,0.0,none,2020-03-29,0
2020-03-29 13:00:00,22266,15.6,15.6,59.96,5.8,2.5,1004.0,0.0,none,2020-03-29,0
2020-03-29 14:00:00,22863,16.7,16.7,52.24,5.8,64.6,983.0,0.0,none,2020-03-29,0
2020-03-29 15:00:00,22686,16.7,16.7,48.56,7.7,5.0,997.0,0.0,none,2020-03-29,0
2020-03-29 16:00:00,22414,17.2,17.2,51.97,10.6,50.0,746.0,0.0,none,2020-03-29,0
2020-03-29 17:00:00,21972,17.2,17.2,50.06,9.2,95.0,385.0,0.0,none,2020-03-29,0
2020-03-29 18:00:00,21483,17.2,17.2,51.97,13.0,50.0,413.0,0.0,none,2020-03-29,0
2020-03-29 19:00:00,21296,14.9,14.9,63.01,15.8,2.5,188.0,0.0,none,2020-03-29,0
2020-03-29 20:00:00,21434,12.7,12.7,71.85,7.7,2.5,12.0,0.0,none,2020-03-29,0
2020-03-29 21:00:00,21590,12.7,12.7,74.39,9.4,82.5,0.0,0.0,none,2020-03-29,0
2020-03-29 22:00:00,21610,11.7,11.7,79.85,9.5,2.5,0.0,0.0,none,2020-03-29,0
2020-03-29 23:00:00,21790,11.2,11.2,82.28,8.1,8.7,0.0,0.0,none,2020-03-29,0
2020-03-30 00:00:00,22648,10.1,10.1,86.17,8.1,2.5,0.0,0.0,none,2020-03-30,0
2020-03-30 01:00:00,23860,10.0,8.7,86.57,9.5,88.7,0.0,0.0,none,2020-03-30,0
2020-03-30 02:00:00,25985,10.5,10.5,83.2,6.1,95.0,0.0,0.0,none,2020-03-30,0
2020-03-30 03:00:00,28428,10.0,8.9,86.57,8.3,88.7,0.0,0.0,none,2020-03-30,0
2020-03-30 04:00:00,28625,10.0,8.6,86.57,9.9,5.0,0.0,0.0,none,2020-03-30,0
2020-03-30 05:00:00,27569,9.9,8.3,86.92,11.3,88.7,0.0,0.0,none,2020-03-30,0
2020-03-30 06:00:00,26057,9.9,8.3,83.23,11.7,85.0,1.0,0.0,none,2020-03-30,0
2020-03-30 07:00:00,24440,9.9,8.6,80.7,9.9,54.9,28.0,0.0,none,2020-03-30,0
2020-03-30 08:00:00,23439,9.9,9.4,83.23,6.0,5.0,18.0,0.0,none,2020-03-30,0
2020-03-30 09:00:00,22750,12.2,12.2,77.27,8.6,29.3,192.0,0.0,none,2020-03-30,0
2020-03-30 10:00:00,22336,13.8,13.8,64.52,17.8,29.3,501.0,0.0,none,2020-03-30,0
2020-03-30 11:00:00,22364,14.4,14.4,64.98,13.1,98.8,601.0,0.0,none,2020-03-30,0
2020-03-30 12:00:00,23058,15.7,15.7,61.63,13.0,48.7,673.0,0.0,none,2020-03-30,0
2020-03-30 13:00:00,24426,16.8,16.8,56.23,13.5,53.8,1001.0,0.0,none,2020-03-30,0
2020-03-30 14:00:00,26008,17.2,17.2,54.29,11.9,88.7,730.0,0.0,none,2020-03-30,0
2020-03-30 15:00:00,26789,17.9,17.9,52.16,17.0,92.6,629.0,0.0,none,2020-03-30,0
2020-03-30 16:00:00,26510,17.9,17.9,53.96,15.7,82.5,885.0,0.0,none,2020-03-30,0
2020-03-30 17:00:00,25580,18.8,18.8,52.56,16.6,92.6,545.0,0.0,none,2020-03-30,0
2020-03-30 18:00:00,24615,17.9,17.9,55.62,12.6,92.6,259.0,0.0,none,2020-03-30,0
2020-03-30 19:00:00,23927,17.2,17.2,59.67,12.6,85.0,84.0,0.0,none,2020-03-30,0
2020-03-30 20:00:00,23571,15.6,15.6,65.92,13.8,98.8,12.0,0.0,none,2020-03-30,0
2020-03-30 21:00:00,23570,13.3,13.3,73.7,7.3,26.8,0.0,0.0,none,2020-03-30,0
2020-03-30 22:00:00,23648,11.2,11.2,79.48,10.8,2.5,0.0,0.0,none,2020-03-30,0
2020-03-30 23:00:00,23780,10.7,10.7,82.49,7.6,2.5,0.0,0.0,none,2020-03-30,0
2020-03-31 00:00:00,24513,10.1,10.1,82.57,0.7,26.8,0.0,0.0,none,2020-03-31,1
2020-03-31 01:00:00,25942,10.1,10.1,85.89,0.9,98.8,0.0,0.0,none,2020-03-31,1
2020-03-31 02:00:00,27912,10.0,10.0,86.57,1.1,50.0,0.0,0.0,none,2020-03-31,1
2020-03-31 03:00:00,29808,10.0,8.9,89.26,8.5,98.8,0.0,0.0,none,2020-03-31,1
2020-03-31 04:00:00,29926,10.0,9.4,89.57,6.3,98.8,1.0,0.0,none,2020-03-31,1
2020-03-31 05:00:00,28720,10.1,10.1,89.45,7.9,98.8,0.0,0.0,none,2020-03-31,1
2020-03-31 06:00:00,26954,9.5,8.3,90.18,8.5,68.3,0.0,0.0,none,2020-03-31,1
2020-03-31 07:00:00,25223,10.7,10.7,85.97,8.1,93.6,22.0,0.0,none,2020-03-31,1
2020-03-31 08:00:00,24123,10.7,10.7,88.64,8.1,92.4,22.0,0.0,none,2020-03-31,1
2020-03-31 09:00:00,23197,12.8,12.8,86.42,9.7,92.4,141.0,0.0,none,2020-03-31,1
2020-03-31 10:00:00,22695,13.8,13.8,81.29,14.8,72.0,198.0,0.0,none,2020-03-31,1
2020-03-31 11:00:00,22481,15.0,15.0,75.29,12.1,98.8,298.0,0.0,none,2020-03-31,1
2020-03-31 12:00:00,22914,16.8,16.8,67.18,13.1,98.8,588.0,0.0,none,2020-03-31,1
2020-03-31 13:00:00,24072,19.3,19.3,57.54,6.5,2.5,926.0,0.0,none,2020-03-31,1
2020-03-31 14:00:00,25892,21.2,21.2,54.63,13.0,29.3,1029.0,0.0,none,2020-03-31,1
2020-03-31 15:00:00,26688,21.7,21.7,51.42,8.3,33.1,993.0,0.0,none,2020-03-31,1
2020-03-31 16:00:00,26711,21.2,21.2,52.86,18.0,51.2,437.0,0.0,none,2020-03-31,1
2020-03-31 17:00:00,26404,21.2,21.2,51.3,15.5,85.0,696.0,0.0,none,2020-03-31,1
2020-03-31 18:00:00,25704,20.7,20.7,50.51,15.5,2.5,340.0,0.0,none,2020-03-31,1
2020-03-31 19:00:00,25006,19.3,19.3,58.17,18.2,82.5,158.0,0.0,none,2020-03-31,1
2020-03-31 20:00:00,24546,16.3,16.3,70.67,12.8,2.5,18.0,0.0,none,2020-03-31,1
2020-03-31 21:00:00,26448,13.8,13.8,80.07,12.8,2.5,0.0,0.0,none,2020-03-31,1
2020-03-31 22:00:00,24249,12.4,12.4,84.47,10.8,0.0,0.0,0.0,none,2020-03-31,1
2020-03-31 23:00:00,24757,11.8,11.8,85.49,8.1,0.0,0.0,0.0,none,2020-03-31,1
2020-04-01 00:00:00,25426,10.8,10.8,88.29,6.3,0.0,0.0,0.0,none,2020-04-01,0
2020-04-01 01:00:00,26697,10.7,10.7,88.64,8.3,0.0,0.0,0.0,none,2020-04-01,0
2020-04-01 02:00:00,28152,10.6,10.6,86.37,6.3,0.0,0.0,0.0,none,2020-04-01,0
2020-04-01 03:00:00,29800,9.3,8.5,90.65,6.8,0.0,0.0,0.0,none,2020-04-01,0
2020-04-01 04:00:00,29906,8.4,7.9,86.75,5.4,0.0,1.0,0.0,none,2020-04-01,0
2020-04-01 05:00:00,28624,6.7,5.7,89.85,5.8,8.7,1.0,0.0,none,2020-04-01,0
2020-04-01 06:00:00,26919,5.9,5.9,89.33,1.1,8.7,1.0,0.0,none,2020-04-01,0
2020-04-01 07:00:00,25349,6.1,6.1,87.33,1.3,68.3,26.0,0.0,none,2020-04-01,0
2020-04-01 08:00:00,24224,8.2,6.5,88.03,9.7,92.6,36.0,0.0,none,2020-04-01,0
2020-04-01 09:00:00,23228,9.4,6.6,65.65,19.9,80.0,143.0,0.0,none,2020-04-01,0
2020-04-01 10:00:00,22727,12.2,12.2,52.32,17.6,0.0,499.0,0.0,none,2020-04-01,0
2020-04-01 11:00:00,22509,13.8,13.8,45.32,16.2,0.0,737.0,0.0,none,2020-04-01,0
2020-04-01 12:00:00,22922,15.6,15.6,38.95,16.0,0.0,903.0,0.0,none,2020-04-01,0
2020-04-01 13:00:00,24197,17.2,17.2,32.47,16.4,0.0,1015.0,0.0,none,2020-04-01,0
2020-04-01 14:00:00,25703,17.8,17.8,25.87,18.0,0.0,1052.0,0.0,none,2020-04-01,0
2020-04-01 15:00:00,26279,18.3,18.3,22.94,17.8,0.0,1009.0,0.0,none,2020-04-01,0
2020-04-01 16:00:00,25982,18.4,18.4,21.06,17.1,0.0,893.0,0.0,none,2020-04-01,0
2020-04-01 17:00:00,25294,18.8,18.8,19.5,13.3,0.0,715.0,0.0,none,2020-04-01,0
2020-04-01 18:00:00,24361,18.3,18.3,18.77,9.4,0.0,490.0,0.0,none,2020-04-01,0
2020-04-01 19:00:00,23746,16.7,16.7,19.66,9.4,0.0,231.0,0.0,none,2020-04-01,0
2020-04-01 20:00:00,23295,14.4,14.4,24.01,0.7,0.0,14.0,0.0,none,2020-04-01,0
2020-04-01 21:00:00,22898,10.1,10.1,43.85,5.6,0.0,0.0,0.0,none,2020-04-01,0
2020-04-01 22:00:00,22768,10.1,10.1,46.84,0.5,0.0,0.0,0.0,none,2020-04-01,0
2020-04-01 23:00:00,23251,7.7,7.7,57.53,1.1,0.0,0.0,0.0,none,2020-04-01,0
2020-04-02 00:00:00,24210,9.2,7.2,51.74,13.3,0.0,0.0,0.0,none,2020-04-02,0
2020-04-02 01:00:00,25599,9.8,7.9,41.23,13.0,0.0,0.0,0.0,none,2020-04-02,0
2020-04-02 02:00:00,27810,8.2,5.9,48.27,13.3,0.0,0.0,0.0,none,2020-04-02,0
2020-04-02 03:00:00,29772,8.2,5.4,48.11,18.0,0.0,0.0,0.0,none,2020-04-02,0
2020-04-02 04:00:00,30094,8.1,5.7,50.1,14.8,0.0,0.0,0.0,none,2020-04-02,0
2020-04-02 05:00:00,28926,8.1,4.8,48.63,21.4,0.0,0.0,0.0,none,2020-04-02,0
2020-04-02 06:00:00,27257,7.6,4.2,50.14,21.6,0.0,2.0,0.0,none,2020-04-02,0
2020-04-02 07:00:00,25459,7.1,3.7,53.54,20.1,0.0,1.0,0.0,none,2020-04-02,0
2020-04-02 08:00:00,24324,8.3,5.2,49.53,20.5,0.0,78.0,0.0,none,2020-04-02,0
2020-04-02 09:00:00,23502,10.6,10.6,42.5,23.2,0.0,306.0,0.0,none,2020-04-02,0
2020-04-02 10:00:00,22949,12.2,12.2,38.28,27.5,0.0,548.0,0.0,none,2020-04-02,0
2020-04-02 11:00:00,22794,14.9,14.9,30.93,25.9,0.0,751.0,0.0,none,2020-04-02,0
2020-04-02 12:00:00,23221,17.1,17.1,25.58,26.3,0.0,936.0,0.0,none,2020-04-02,0
2020-04-02 13:00:00,24478,17.9,17.9,21.8,18.8,0.0,1043.0,0.0,none,2020-04-02,0
2020-04-02 14:00:00,26019,19.3,19.3,17.0,24.5,0.0,1076.0,0.0,none,2020-04-02,0
2020-04-02 15:00:00,26590,19.9,19.9,15.64,20.7,0.0,1032.0,0.0,none,2020-04-02,0
2020-04-02 16:00:00,26524,20.0,20.0,13.32,21.7,0.0,914.0,0.0,none,2020-04-02,0
2020-04-02 17:00:00,25414,20.0,20.0,10.69,14.9,0.0,732.0,0.0,none,2020-04-02,0
2020-04-02 18:00:00,24324,20.0,20.0,9.57,12.6,0.0,508.0,0.0,none,2020-04-02,0
2020-04-02 19:00:00,23827,18.3,18.3,13.52,7.6,0.0,247.0,0.0,none,2020-04-02,0
2020-04-02 20:00:00,23235,15.2,15.2,35.05,12.2,0.0,13.0,0.0,none,2020-04-02,0
2020-04-02 21:00:00,22846,12.8,12.8,48.57,13.0,0.0,0.0,0.0,none,2020-04-02,0
2020-04-02 22:00:00,22449,11.1,11.1,58.64,11.2,0.0,0.0,0.0,none,2020-04-02,0
2020-04-02 23:00:00,22779,9.9,9.0,65.69,7.9,0.0,0.0,0.0,none,2020-04-02,0
2020-04-03 00:00:00,23741,9.2,9.2,68.96,0.7,0.0,0.0,0.0,none,2020-04-03,0
2020-04-03 01:00:00,25663,7.9,7.1,77.73,5.8,0.0,0.0,0.0,none,2020-04-03,0
2020-04-03 02:00:00,27595,6.8,6.8,81.35,1.1,0.0,0.0,0.0,none,2020-04-03,0
2020-04-03 03:00:00,29326,7.9,7.0,75.83,6.1,0.0,0.0,0.0,none,2020-04-03,0
2020-04-03 04:00:00,29662,7.2,6.3,76.72,5.8,0.0,0.0,0.0,none,2020-04-03,0
2020-04-03 05:00:00,28541,6.6,6.0,79.44,4.9,0.0,0.0,0.0,none,2020-04-03,0
2020-04-03 06:00:00,26970,5.5,5.5,82.58,0.0,2.5,1.0,0.0,none,2020-04-03,0
2020-04-03 07:00:00,25250,4.3,4.3,86.3,1.1,8.7,1.0,0.0,none,2020-04-03,0
2020-04-03 08:00:00,23852,4.9,4.9,85.76,0.9,8.7,46.0,0.0,none,2020-04-03,0
2020-04-03 09:00:00,22812,8.8,7.8,75.62,7.3,8.7,303.0,0.0,none,2020-04-03,0
2020-04-03 10:00:00,22340,11.7,11.7,60.41,5.4,8.7,517.0,0.0,none,2020-04-03,0
2020-04-03 11:00:00,22206,13.8,13.8,52.7,8.4,2.5,688.0,0.0,none,2020-04-03,0
2020-04-03 12:00:00,22594,16.0,16.0,45.15,9.0,2.5,909.0,0.0,none,2020-04-03,0
2020-04-03 13:00:00,23890,16.7,16.7,39.61,0.7,2.5,1010.0,0.0,none,2020-04-03,0
2020-04-03 14:00:00,25543,17.9,17.9,33.87,5.4,2.5,1042.0,0.0,none,2020-04-03,0
2020-04-03 15:00:00,26086,18.8,18.8,26.94,1.6,0.0,990.0,0.0,none,2020-04-03,0
2020-04-03 16:00:00,25937,20.0,20.0,22.39,6.8,0.0,867.0,0.0,none,2020-04-03,0
2020-04-03 17:00:00,24901,20.0,20.0,20.06,6.8,0.0,689.0,0.0,none,2020-04-03,0
2020-04-03 18:00:00,23732,20.0,20.0,18.24,0.0,0.0,463.0,0.0,none,2020-04-03,0
2020-04-03 19:00:00,22871,16.8,16.8,43.42,18.2,0.0,215.0,0.0,none,2020-04-03,0
2020-04-03 20:00:00,22403,14.4,14.4,53.35,19.9,0.0,17.0,0.0,none,2020-04-03,0
2020-04-03 21:00:00,22116,12.8,12.8,58.8,16.4,0.0,0.0,0.0,none,2020-04-03,0
2020-04-03 22:00:00,22001,11.1,11.1,68.04,14.8,0.0,0.0,0.0,none,2020-04-03,0
2020-04-03 23:00:00,22432,10.0,8.7,74.08,9.7,0.0,0.0,0.0,none,2020-04-03,0
2020-04-04 00:00:00,23358,8.8,7.6,80.23,8.3,0.0,0.0,0.0,none,2020-04-04,0
2020-04-04 01:00:00,25138,8.8,7.3,80.35,9.9,0.0,0.0,0.0,none,2020-04-04,0
2020-04-04 02:00:00,26980,8.4,6.8,79.48,9.9,0.0,0.0,0.0,none,2020-04-04,0
2020-04-04 03:00:00,29006,7.9,6.1,81.83,10.3,0.0,0.0,0.0,none,2020-04-04,0
2020-04-04 04:00:00,29285,7.9,5.8,81.49,11.9,5.0,1.0,0.0,none,2020-04-04,0
2020-04-04 05:00:00,28214,7.9,5.5,78.54,13.3,5.0,0.0,0.0,none,2020-04-04,0
2020-04-04 06:00:00,26629,7.9,5.7,78.27,12.4,5.0,1.0,0.0,none,2020-04-04,0
2020-04-04 07:00:00,25095,8.3,6.0,75.92,14.1,8.7,1.0,0.0,none,2020-04-04,0
2020-04-04 08:00:00,23722,9.3,6.8,68.99,17.7,92.6,34.0,0.0,none,2020-04-04,0
2020-04-04 09:00:00,22730,9.9,8.2,68.27,12.3,58.6,78.0,0.0,none,2020-04-04,0
2020-04-04 10:00:00,22339,10.6,10.6,73.81,13.5,98.8,141.0,0.0,none,2020-04-04,0
2020-04-04 11:00:00,22003,10.6,10.6,85.45,10.3,73.2,213.0,0.191,rain,2020-04-04,0
2020-04-04 12:00:00,21783,11.0,11.0,86.71,12.1,86.1,282.0,1.579,rain,2020-04-04,0
2020-04-04 13:00:00,22292,11.7,11.7,89.16,12.1,88.6,167.0,2.579,rain,2020-04-04,0
2020-04-04 14:00:00,22989,12.8,12.8,86.82,20.7,68.2,299.0,0.161,rain,2020-04-04,0
2020-04-04 15:00:00,22973,13.3,13.3,80.72,14.2,92.4,264.0,0.0,none,2020-04-04,0
2020-04-04 16:00:00,23416,13.2,13.2,87.15,20.9,92.4,229.0,0.03,rain,2020-04-04,0
2020-04-04 17:00:00,23755,12.3,12.3,92.86,17.7,54.8,144.0,1.244,rain,2020-04-04,0
2020-04-04 18:00:00,23687,11.8,11.8,89.58,15.5,58.6,50.0,1.75,rain,2020-04-04,0
2020-04-04 19:00:00,23405,11.7,11.7,86.11,18.9,98.8,33.0,1.661,rain,2020-04-04,0
2020-04-04 20:00:00,23125,11.1,11.1,89.03,12.6,98.8,4.0,0.788,rain,2020-04-04,0
2020-04-04 21:00:00,22815,11.1,11.1,89.03,9.0,88.6,1.0,2.179,rain,2020-04-04,0
2020-04-04 22:00:00,22696,11.1,11.1,92.54,8.6,59.8,1.0,3.563,rain,2020-04-04,0
2020-04-04 23:00:00,22917,11.1,11.1,92.54,10.1,59.8,1.0,1.802,rain,2020-04-04,0
2020-04-05 00:00:00,23860,11.1,11.1,92.54,6.1,92.6,1.0,1.351,rain,2020-04-05,0
2020-04-05 01:00:00,25119,10.7,10.7,91.73,11.7,59.8,0.0,2.596,rain,2020-04-05,0
2020-04-05 02:00:00,26728,10.7,10.7,92.04,13.5,72.0,0.0,0.611,rain,2020-04-05,0
2020-04-05 03:00:00,28532,10.7,10.7,92.04,11.9,93.6,1.0,0.611,rain,2020-04-05,0
2020-04-05 04:00:00,28562,11.1,11.1,89.32,9.9,92.6,1.0,0.0,none,2020-04-05,0
2020-04-05 05:00:00,27536,11.1,11.1,88.97,8.3,85.0,1.0,0.0,none,2020-04-05,0
2020-04-05 06:00:00,26084,10.7,10.7,91.67,10.1,29.3,0.0,0.0,none,2020-04-05,0
2020-04-05 07:00:00,24592,11.1,11.1,92.54,16.4,98.8,9.0,0.721,rain,2020-04-05,0
2020-04-05 08:00:00,23339,11.1,11.1,89.03,20.5,58.6,8.0,1.95,rain,2020-04-05,0
2020-04-05 09:00:00,22477,11.7,11.7,85.77,25.7,52.3,63.0,0.373,rain,2020-04-05,0
2020-04-05 10:00:00,21949,11.7,11.7,89.16,25.9,54.8,46.0,3.549,rain,2020-04-05,0
2020-04-05 11:00:00,21561,13.3,13.3,80.72,24.1,68.2,272.0,0.129,rain,2020-04-05,0
2020-04-05 12:00:00,21496,10.1,10.1,89.45,15.9,59.8,199.0,5.134,rain,2020-04-05,0
2020-04-05 13:00:00,21781,11.1,11.1,86.02,12.4,100.0,172.0,2.169,rain,2020-04-05,0
2020-04-05 14:00:00,22220,11.2,11.2,85.69,16.2,95.0,335.0,0.373,rain,2020-04-05,0
2020-04-05 15:00:00,22310,11.8,11.8,85.15,11.9,52.3,202.0,0.161,rain,2020-04-05,0
2020-04-05 16:00:00,22762,12.3,12.3,76.71,13.9,86.1,231.0,0.0,none,2020-04-05,0
2020-04-05 17:00:00,23331,12.2,12.2,71.8,9.9,52.3,212.0,0.0,none,2020-04-05,0
2020-04-05 18:00:00,23951,11.7,11.7,73.91,12.1,95.0,103.0,0.0,none,2020-04-05,0
2020-04-05 19:00:00,24041,10.7,10.7,79.04,8.5,52.3,32.0,0.0,none,2020-04-05,0
2020-04-05 20:00:00,24200,10.1,10.1,82.51,8.3,50.0,8.0,0.0,none,2020-04-05,0
2020-04-05 21:00:00,24068,9.9,8.8,86.57,8.8,86.1,0.0,0.0,none,2020-04-05,0
2020-04-05 22:00:00,24186,9.3,7.3,83.53,13.3,86.1,0.0,0.0,none,2020-04-05,0
2020-04-05 23:00:00,24474,8.3,6.1,83.11,13.3,59.8,0.0,0.0,none,2020-04-05,0
2020-04-06 00:00:00,24827,8.3,6.0,79.75,14.4,100.0,0.0,0.0,none,2020-04-06,0
2020-04-06 01:00:00,25834,7.9,6.1,81.49,10.1,88.7,0.0,0.0,none,2020-04-06,0
2020-04-06 02:00:00,27180,7.3,5.8,81.69,8.1,26.8,0.0,0.0,none,2020-04-06,0
2020-04-06 03:00:00,28599,6.7,5.2,84.94,7.7,2.5,0.0,0.0,none,2020-04-06,0
2020-04-06 04:00:00,28603,5.7,5.7,88.2,0.9,2.5,0.0,0.0,none,2020-04-06,0
2020-04-06 05:00:00,27518,3.8,2.6,93.12,5.4,5.0,0.0,0.0,none,2020-04-06,0
2020-04-06 06:00:00,25980,4.0,4.0,88.64,0.0,2.5,5.0,0.0,none,2020-04-06,0
2020-04-06 07:00:00,24320,3.8,2.1,89.45,6.8,2.5,3.0,0.0,none,2020-04-06,0
2020-04-06 08:00:00,23116,7.1,5.7,89.97,7.6,33.1,120.0,0.0,none,2020-04-06,0
2020-04-06 09:00:00,22272,8.3,8.3,85.74,0.5,26.8,229.0,0.0,none,2020-04-06,0
2020-04-06 10:00:00,22197,10.0,8.5,77.06,10.8,29.3,393.0,0.0,none,2020-04-06,0
2020-04-06 11:00:00,22245,12.7,12.7,65.93,12.6,2.5,706.0,0.0,none,2020-04-06,0
2020-04-06 12:00:00,22670,12.8,12.8,61.8,11.5,54.8,885.0,0.0,none,2020-04-06,0
2020-04-06 13:00:00,23934,13.8,13.8,57.89,11.2,64.6,659.0,0.0,none,2020-04-06,0
