date,mean_demand,max_demand,min_demand
2022-10-25,28495.041666666668,33009,24819
2022-10-26,28533.708333333332,32800,24897
2022-10-27,28610.0,33003,24548
2022-10-28,28948.625,32845,25440
2022-10-29,27282.166666666668,31956,24602
2022-10-30,25748.083333333332,29961,23680
2022-10-31,28007.291666666668,30609,24230
2022-11-01,28952.208333333332,31837,24975
2022-11-02,28635.458333333332,32738,24646
2022-11-03,28319.333333333332,32585,24701
2022-11-04,29001.75,32594,25645
2022-11-05,27051.583333333332,31530,24742
2022-11-06,25556.75,29714,23163
2022-11-07,27828.875,30390,24396
2022-11-08,29870.541666666668,33336,25179
2022-11-09,29231.625,33954,24927
2022-11-10,28846.291666666668,33454,25618
2022-11-11,28601.541666666668,32984,25570
2022-11-12,26469.875,29884,23675
2022-11-13,26308.041666666668,30388,23421
2022-11-14,27936.666666666668,31290,24189
2022-11-15,29144.625,33707,26062
2022-11-16,29180.125,33592,25917
2022-11-17,29454.416666666668,33573,25915
2022-11-18,29198.625,33358,25696
2022-11-19,27893.958333333332,32528,25213
2022-11-20,26675.208333333332,30833,24162
2022-11-21,28123.583333333332,30765,24792
2022-11-22,29363.0,33708,26365
2022-11-23,28950.875,33178,25620
2022-11-24,26975.041666666668,32403,23689
2022-11-25,25332.875,27937,23660
2022-11-26,25757.083333333332,30101,22876
2022-11-27,25531.708333333332,29454,23316
2022-11-28,27636.208333333332,30695,23985
2022-11-29,29300.916666666668,33811,24959
2022-11-30,29759.291666666668,33931,25928
2022-12-01,30327.5,34022,25273
2022-12-02,30780.625,35073,26757
2022-12-03,29226.291666666668,33829,25688
2022-12-04,27494.166666666668,31626,24440
2022-12-05,28522.0,31355,24985
2022-12-06,29958.791666666668,33768,26195
2022-12-07,30393.125,34349,27071
2022-12-08,30835.75,34719,27340
2022-12-09,30499.583333333332,34956,26119
2022-12-10,29338.291666666668,33828,25722
2022-12-11,27820.708333333332,31945,24394
2022-12-12,30091.916666666668,33211,26212
2022-12-13,31825.833333333332,36149,28107
2022-12-14,31739.541666666668,35835,28195
2022-12-15,31615.5,35936,27477
2022-12-16,31203.708333333332,35505,28082
2022-12-17,29915.375,34451,27176
2022-12-18,28553.125,32569,25982
2022-12-19,30515.625,33951,26801
2022-12-20,31207.166666666668,35539,26992
2022-12-21,31181.291666666668,34576,27446
2022-12-22,30862.541666666668,35022,26962
2022-12-23,29465.666666666668,34078,26008
2022-12-24,27667.0,32122,24856
2022-12-25,26091.416666666668,30385,23711
2022-12-26,26364.166666666668,29066,23609
2022-12-27,28685.458333333332,31666,24781
2022-12-28,28736.958333333332,33420,25334
2022-12-29,29678.333333333332,34120,25778
2022-12-30,29477.916666666668,33721,24902
2022-12-31,28167.208333333332,32481,24113
2023-01-01,26559.083333333332,32041,23618
2023-01-02,27603.75,30640,24241
2023-01-03,30566.208333333332,34312,25958
2023-01-04,30777.333333333332,34875,26209
2023-01-05,30062.083333333332,33769,25180
2023-01-06,29290.416666666668,33271,25789
2023-01-07,28090.375,32692,24875
2023-01-08,26578.958333333332,30975,23619
2023-01-09,28564.583333333332,32556,24583
2023-01-10,29968.333333333332,33831,24954
2023-01-11,30503.958333333332,34076,25873
2023-01-12,30132.916666666668,34838,26475
2023-01-13,29155.458333333332,32535,24713
2023-01-14,28519.791666666668,32761,24354
2023-01-15,27855.083333333332,32183,24024
2023-01-16,28890.083333333332,32011,25044
2023-01-17,29958.0,34170,26078
2023-01-18,30226.416666666668,34340,27005
2023-01-19,30417.458333333332,34509,26941
2023-01-20,30434.458333333332,35042,27243
2023-01-21,28740.541666666668,33682,23989
2023-01-22,27466.375,31913,24045
2023-01-23,28744.666666666668,32798,24296
2023-01-24,29807.541666666668,34146,26293
2023-01-25,29727.291666666668,33800,26164
2023-01-26,28874.208333333332,33025,25830
2023-01-27,29189.333333333332,33100,26465
2023-01-28,27533.416666666668,32049,23283
2023-01-29,27065.5,30454,23632
2023-01-30,29202.833333333332,32405,25477
2023-01-31,30267.791666666668,34820,27316
2023-02-01,29769.5,33852,26713
2023-02-02,29744.958333333332,33554,26778
2023-02-03,29478.708333333332,33213,25671
2023-02-04,27575.791666666668,31946,24084
2023-02-05,26082.125,29765,23976
2023-02-06,27869.833333333332,31499,24045
2023-02-07,28510.166666666668,33057,25487
2023-02-08,28328.916666666668,32479,25243
2023-02-09,27962.333333333332,32166,24786
2023-02-10,27808.375,31921,24502
2023-02-11,26566.125,31302,23933
2023-02-12,25532.291666666668,30196,21956
2023-02-13,26739.0,30337,23275
2023-02-14,28307.833333333332,32535,24794
2023-02-15,29606.583333333332,34138,25928
2023-02-16,29740.666666666668,34008,26254
2023-02-17,29095.083333333332,34004,25231
2023-02-18,27147.166666666668,32015,23293
2023-02-19,25644.625,29840,21541
2023-02-20,26166.125,29593,22188
2023-02-21,27187.166666666668,31094,24000
2023-02-22,28399.166666666668,32425,25819
2023-02-23,30489.125,34635,27056
2023-02-24,31217.541666666668,34960,26797
2023-02-25,30104.458333333332,34357,25893
2023-02-26,28257.041666666668,32903,25795
2023-02-27,30119.666666666668,33574,25919
2023-02-28,30568.625,35301,26322
2023-03-01,29784.625,34506,26474
2023-03-02,29721.5,34817,25603
2023-03-03,28333.916666666668,32935,23593
2023-03-04,27571.208333333332,31610,24406
2023-03-05,26778.625,31014,24123
2023-03-06,28177.708333333332,31618,24364
2023-03-07,28767.625,33410,25968
2023-03-08,28843.916666666668,32935,25897
2023-03-09,29283.666666666668,33074,25667
2023-03-10,30035.0,33973,25737
2023-03-11,28432.166666666668,32877,25033
2023-03-12,26923.208333333332,31005,24500
2023-03-13,27666.791666666668,30874,24423
2023-03-14,29247.083333333332,32469,25319
2023-03-15,29236.083333333332,32407,26185
2023-03-16,28418.5,32165,25390
2023-03-17,27323.25,31385,23210
2023-03-18,25507.5,30008,21980
2023-03-19,25611.833333333332,28830,23259
2023-03-20,27523.875,30363,24144
2023-03-21,28953.416666666668,33226,25013
2023-03-22,29950.5,33431,26383
2023-03-23,29320.083333333332,32794,26236
2023-03-24,28513.833333333332,32968,23056
2023-03-25,26348.416666666668,31746,20076
2023-03-26,25144.291666666668,29897,19741
2023-03-27,26920.083333333332,32170,20509
2023-03-28,28379.291666666668,31820,23751
2023-03-29,29747.5,32637,25806
2023-03-30,29640.25,33585,26819
2023-03-31,28358.25,32727,23898
2023-04-01,25876.916666666668,31206,20080
2023-04-02,24273.583333333332,29287,19342
2023-04-03,26763.958333333332,30598,20387
2023-04-04,28235.791666666668,32819,23608
2023-04-05,27906.25,32466,23216
2023-04-06,27249.583333333332,31571,23537
2023-04-07,27247.416666666668,31169,24623
2023-04-08,24992.416666666668,30598,20291
2023-04-09,23749.0,28902,19010
2023-04-10,25310.708333333332,28937,20325
2023-04-11,27169.0,32229,24484
2023-04-12,27377.666666666668,31436,24438
2023-04-13,27447.833333333332,31070,24688
2023-04-14,27243.958333333332,31124,24849
2023-04-15,24858.916666666668,30113,19900
2023-04-16,23879.791666666668,28780,20525
2023-04-17,26383.375,29483,21066
2023-04-18,27188.583333333332,31168,24796
2023-04-19,26689.875,30977,23235
2023-04-20,26710.916666666668,30734,23207
2023-04-21,27080.708333333332,31241,24099
2023-04-22,26226.208333333332,32230,22717
2023-04-23,24911.416666666668,30913,21211
2023-04-24,26860.375,30824,23470
2023-04-25,27226.583333333332,32018,24091
2023-04-26,27663.083333333332,32260,24106
2023-04-27,28935.125,34467,25217
2023-04-28,29656.875,35395,25545
2023-04-29,28060.0,35166,24389
2023-04-30,26226.666666666668,32214,22097
2023-05-01,27593.833333333332,30233,23492
2023-05-02,27776.666666666668,31238,24785
2023-05-03,27668.75,31286,24832
2023-05-04,28322.125,31622,25789
2023-05-05,28307.583333333332,31440,25563
2023-05-06,25647.208333333332,30357,21247
2023-05-07,23830.166666666668,28752,19568
2023-05-08,25801.125,29854,20413
2023-05-09,26982.708333333332,31567,24409
2023-05-10,27094.625,31128,24276
2023-05-11,26929.75,31076,24363
2023-05-12,27534.583333333332,31612,24743
2023-05-13,27425.291666666668,32924,24344
2023-05-14,27540.791666666668,34302,24051
2023-05-15,28896.416666666668,33133,25173
2023-05-16,30339.708333333332,35389,26195
2023-05-17,31256.416666666668,37313,27152
2023-05-18,31200.666666666668,36470,27005
2023-05-19,30812.875,35929,26759
2023-05-20,28948.458333333332,34527,25531
2023-05-21,27496.25,32593,23920
2023-05-22,29973.916666666668,34260,25431
2023-05-23,31280.458333333332,37217,26409
2023-05-24,29675.583333333332,33896,26759
2023-05-25,28827.916666666668,33035,25982
2023-05-26,28425.333333333332,32548,25654
2023-05-27,26308.25,31660,22100
2023-05-28,25747.583333333332,31127,23313
2023-05-29,25701.125,30057,23535
2023-05-30,27595.708333333332,31399,24649
2023-05-31,28896.208333333332,32606,25540
2023-06-01,29055.458333333332,33501,25481
2023-06-02,28861.833333333332,33526,25293
2023-06-03,27496.958333333332,33477,24036
2023-06-04,27338.75,33683,24157
2023-06-05,29719.708333333332,34620,25190
2023-06-06,29038.875,32926,24924
2023-06-07,28694.541666666668,32449,25728
2023-06-08,28455.041666666668,32330,25343
2023-06-09,29281.166666666668,33268,26344
2023-06-10,27756.583333333332,32553,25176
2023-06-11,25969.291666666668,30708,23627
2023-06-12,27665.5,30324,24625
2023-06-13,29171.791666666668,32845,25544
2023-06-14,30193.458333333332,34459,26054
2023-06-15,31105.083333333332,36017,26662
2023-06-16,30989.958333333332,35677,26752
2023-06-17,30182.125,36552,26309
2023-06-18,28995.75,35962,25107
2023-06-19,28396.083333333332,32410,25268
2023-06-20,28770.041666666668,33627,26010
2023-06-21,29080.666666666668,34023,25531
2023-06-22,29499.5,34490,25911
2023-06-23,28668.333333333332,32957,25774
2023-06-24,27272.708333333332,32714,23870
2023-06-25,26007.25,31718,22578
2023-06-26,28030.625,31990,24238
2023-06-27,29881.625,34447,26035
2023-06-28,30834.625,35702,26210
2023-06-29,31296.5,36243,26889
2023-06-30,34092.375,40042,27800
2023-07-01,35057.5,43820,27665
2023-07-02,34799.083333333336,44451,27387
2023-07-03,35380.791666666664,43461,28220
2023-07-04,32502.083333333332,42545,26529
2023-07-05,31444.5,36800,26940
2023-07-06,32429.291666666668,39316,26670
2023-07-07,31714.375,37549,27072
2023-07-08,29987.666666666668,36596,26405
2023-07-09,28377.625,34756,24621
2023-07-10,30511.375,34590,26363
2023-07-11,34179.791666666664,40911,27954
2023-07-12,36861.75,44952,29382
2023-07-13,37251.0,45717,29318
2023-07-14,38013.375,46574,30280
2023-07-15,38072.041666666664,48856,29222
2023-07-16,37793.916666666664,47754,29051
2023-07-17,40610.5,48629,32077
2023-07-18,41135.458333333336,52019,31506
2023-07-19,39839.625,49365,30985
2023-07-20,40382.666666666664,49502,32117
2023-07-21,40753.958333333336,51453,32045
2023-07-22,38933.208333333336,50485,30215
2023-07-23,37720.75,47469,29974
2023-07-24,38073.583333333336,45426,30920
2023-07-25,40481.875,49738,31451
2023-07-26,42217.875,52872,32859
2023-07-27,41197.666666666664,52659,31464
2023-07-28,39899.541666666664,49710,31370
2023-07-29,37762.458333333336,47190,30532
2023-07-30,36152.375,46178,29101
2023-07-31,38910.75,46519,31717
2023-08-01,39351.5,47673,31780
2023-08-02,38173.125,47461,30490
2023-08-03,36532.708333333336,45270,30241
2023-08-04,35243.458333333336,42290,28964
2023-08-05,35667.583333333336,44463,28896
2023-08-06,36123.25,45907,28451
2023-08-07,38772.5,47692,29891
2023-08-08,38877.541666666664,50048,30302
2023-08-09,37499.166666666664,44998,30444
2023-08-10,36760.583333333336,43848,30168
2023-08-11,36025.208333333336,42607,29642
2023-08-12,34788.791666666664,42531,28339
2023-08-13,34602.916666666664,42974,27797
2023-08-14,38267.458333333336,45828,30500
2023-08-15,40986.958333333336,50512,32022
2023-08-16,43027.708333333336,53411,33706
2023-08-17,42962.333333333336,54130,32457
2023-08-18,40339.541666666664,52253,31613
2023-08-19,35995.583333333336,47329,29042
2023-08-20,33887.458333333336,40003,28694
2023-08-21,33066.875,36937,27484
2023-08-22,33846.833333333336,38998,28069
2023-08-23,36612.75,44224,29530
2023-08-24,38666.791666666664,48703,30149
2023-08-25,36437.208333333336,46219,28755
2023-08-26,33662.791666666664,43396,27107
2023-08-27,32794.958333333336,42283,25998
2023-08-28,37417.083333333336,46542,29199
2023-08-29,40316.583333333336,52538,30587
2023-08-30,40673.333333333336,52118,30633
2023-08-31,39668.583333333336,51435,30629
2023-09-01,37202.041666666664,46422,29701
2023-09-02,32972.583333333336,39421,28151
2023-09-03,30347.541666666668,36012,26865
2023-09-04,28933.125,34318,25446
2023-09-05,32041.125,37364,26759
2023-09-06,33444.208333333336,40362,27695
2023-09-07,34060.208333333336,41537,28167
2023-09-08,35395.875,43458,28314
2023-09-09,36283.833333333336,46913,28524
2023-09-10,34922.166666666664,44243,28421
2023-09-11,36917.75,44080,29745
2023-09-12,36509.458333333336,44717,29246
2023-09-13,35010.625,43440,28440
2023-09-14,34064.333333333336,41789,27798
2023-09-15,34176.416666666664,41294,28521
2023-09-16,32429.0,39723,27122
2023-09-17,29530.5,35171,25527
2023-09-18,30787.041666666668,34454,26385
2023-09-19,31615.333333333332,37397,26244
2023-09-20,31746.833333333332,37481,26718
2023-09-21,31281.958333333332,36399,26460
2023-09-22,30371.375,34810,26403
2023-09-23,28642.125,33740,25201
2023-09-24,27368.583333333332,33114,24089
2023-09-25,29791.583333333332,34537,25441
2023-09-26,31210.25,36687,25902
2023-09-27,31701.666666666668,37986,26308
2023-09-28,31600.208333333332,37758,26274
2023-09-29,31489.041666666668,36824,26379
2023-09-30,29029.666666666668,33841,25368
2023-10-01,26210.583333333332,30513,23201
2023-10-02,27362.666666666668,30887,24119
2023-10-03,28962.291666666668,33542,25118
2023-10-04,30564.916666666668,35366,25859
2023-10-05,33489.791666666664,39750,26774
2023-10-06,35092.833333333336,43970,27798
2023-10-07,33432.041666666664,44848,26440
2023-10-08,32030.791666666668,41565,26388
2023-10-09,32141.375,39716,25594
2023-10-10,31136.375,36770,25984
2023-10-11,30059.875,35006,26048
2023-10-12,29333.208333333332,33741,25429
2023-10-13,30017.75,34657,25951
2023-10-14,28545.708333333332,33954,25500
2023-10-15,27316.541666666668,32789,24458
2023-10-16,30532.916666666668,35247,25886
2023-10-17,32083.541666666668,38233,26364
2023-10-18,32473.125,37802,26900
2023-10-19,33410.125,40083,27206
2023-10-20,33848.833333333336,41671,26903
2023-10-21,31123.958333333332,40232,25693
2023-10-22,28239.541666666668,34134,24432
2023-10-23,29110.166666666668,31820,25145
2023-10-24,29224.833333333332,34260,24869
2023-10-25,30085.958333333332,34007,25359
2023-10-26,29011.208333333332,32912,25161
2023-10-27,28771.916666666668,32808,24763
2023-10-28,26751.416666666668,32060,23058
2023-10-29,25363.25,29947,22224
2023-10-30,27210.291666666668,30208,23734
2023-10-31,28521.5,32559,24690
2023-11-01,28770.458333333332,31882,24713
2023-11-02,29535.666666666668,33641,24973
2023-11-03,29326.541666666668,34048,24716
2023-11-04,27688.291666666668,33185,23903
2023-11-05,24775.0,31163,21313
2023-11-06,27135.583333333332,30015,23971
2023-11-07,29261.916666666668,33901,24860
2023-11-08,28881.458333333332,33040,24874
2023-11-09,28855.791666666668,33198,25184
2023-11-10,28459.625,32825,25301
2023-11-11,26936.708333333332,32017,24057
2023-11-12,25728.25,30271,23056
2023-11-13,27567.083333333332,30889,23961
2023-11-14,28707.458333333332,32705,25013
2023-11-15,29574.583333333332,33122,24993
2023-11-16,29320.083333333332,33201,24979
2023-11-17,29071.458333333332,33082,24747
2023-11-18,28127.291666666668,33039,24116
2023-11-19,26411.0,30825,23723
2023-11-20,27579.291666666668,30668,24367
2023-11-21,29141.25,33185,25125
2023-11-22,29184.625,33180,25573
2023-11-23,27190.25,32948,23825
2023-11-24,25626.541666666668,28337,23570
2023-11-25,26244.0,30377,23795
2023-11-26,26309.583333333332,30212,24144
2023-11-27,28500.25,31417,25244
2023-11-28,29792.083333333332,33836,26010
2023-11-29,30111.125,33851,25775
2023-11-30,30207.416666666668,33954,26236
2023-12-01,29994.333333333332,33912,26198
2023-12-02,28382.875,33200,25112
2023-12-03,26844.0,31192,24352
2023-12-04,28383.625,31401,25024
2023-12-05,29077.833333333332,33090,25799
2023-12-06,29495.25,33114,25494
2023-12-07,29525.958333333332,33381,25337
2023-12-08,29645.0,33477,26048
2023-12-09,28188.375,33024,25131
2023-12-10,27720.625,31179,25559
2023-12-11,29512.958333333332,32380,25851
2023-12-12,30358.708333333332,34416,26223
2023-12-13,30500.0,34422,26665
2023-12-14,30783.208333333332,34631,26448
2023-12-15,30590.875,34503,26768
2023-12-16,28879.458333333332,33753,25880
2023-12-17,28195.208333333332,31589,25061
2023-12-18,29885.083333333332,33284,25547
2023-12-19,30407.125,34310,25971
2023-12-20,30264.75,34088,25334
2023-12-21,30336.083333333332,34603,25690
2023-12-22,29294.875,33477,25233
2023-12-23,27862.125,32884,24630
2023-12-24,27279.416666666668,31215,24520
2023-12-25,26613.0,30600,24523
2023-12-26,27197.041666666668,29805,23899
2023-12-27,28973.125,32617,24745
2023-12-28,29027.75,33132,24602
2023-12-29,28437.333333333332,32424,24622
2023-12-30,27796.458333333332,31942,24245
2023-12-31,27243.291666666668,30869,23908
2024-12-27,32245.5,32499,32073
2024-12-28,28516.666666666668,32498,23849
2024-12-29,27623.5,30558,23678
2024-12-30,28532.833333333332,31885,24583
2024-12-31,29095.875,32459,24456
